id,link_to_property,price,size,address,key_features,description,agent_name,agent_address,agent_phone_number
15773108,https://www.onthemarket.com/details/15773108,"£47,000,000","13,067 sq ft / 1,214 sq m","Whistler Square, London SW1W",,"Thoughtfully designed, the house is in a historic location yet utterly modern and chic. Inspired by the Georgian townhouses that line the streets of Chelsea, this house has elegant finishes and grand proportions. Set on Whistler Square overlooking a contemporary water feature and blossom-laden trees, it is exceptionally tranquil yet in the heart of London.

 

Arranged across a vast 13,067 sq. ft and six floors, the house has formal and informal reception rooms, perfect for entertaining on a grand scale and nights in with the family alike. These rooms are 30ft wide, compared to the traditional 19 ft.

 

Wooden parquet flooring seamlessly complements the natural stone entrance hall, setting the stage for an impressive Halstock kitchen, featuring integrated appliances from Sub-Zero and Wolf. 

 

The entire second floor is devoted to the master suite with a grand bedroom, an expansive dressing room with custom joinery inset with leather panels, lined drawers, and integrated lighting, and a bathroom with bookmatched marble walls, a shower enclosure, and a free-standing bath. Each additional bedroom includes its own en suite bathroom, finished with premium natural stone, hand-polished brassware by Samuel Heath, and vanities topped with natural stone. 

 

On the lower-ground floor, there is a spa, with swimming pool, steam and sauna as well as a gym. A cinema room complements a wine room and a beautiful roof terrace crowns the house.

 

A private, calm outdoor space, connected to the kitchen and dining area of the main house. The landscaped garden, with tiered terraces paved with natural stone, provides flexible spaces surrounded by raised planters; creating the perfect setting for outdoor entertaining or al fresco dining.

 

Chelsea Barracks boast impeccable finishes, unrivalled security and utmost discretion, all in easy reach of the cosmopolitan allure of London. The estate unfolds over nearly 13 acres, dotted with beautiful garden squares. The on-site members club, The Garrison, features one of London’s most opulent private spas, as well as an elegant 16-seat cinema, exclusively for the use of residents.

 

London’s best shopping and restaurants are on the development’s doorstep, which is next to The King’s Road and Sloane Street. Hyde Park and Kensington Gardens are both nearby, as are fantastic travel links; Victoria Station runs National Rail Services, and London Underground runs from Victoria, Sloane Square and, a short walk across the river, Battersea Park.",United Kingdom Sotheby's International Realty - Mayfair,"48 Conduit Street Mayfair, London W1S 2YR",020 8022 3916
15771190,https://www.onthemarket.com/details/15771190,"£18,000,000","5,149 sq ft / 478 sq m","Grosvenor Square, Mayfair, London, W1K","1. Tenure: Share of freehold (984 years remaining), 2. 7   8 bedrooms, 3. 3 reception rooms, 4. 6 bathrooms, 5. Lift, 6. Period, 7. Balcony, 8. Concierge, 9. Porter, 10. Second Floor, 11. Terrace","Widely acknowledged to be the finest apartment building on the south side of Grosvenor Square, this impressive lateral apartment of more than 5,000 square feet enjoys unparallelled views across the Square. The accommodation is vast and plentiful, with four main bedrooms, a large study facing the square, and a drawing room 32 feet in length leading to an adjoining dining room. All principal rooms lead off a generous inner reception hall with a rear south facing balcony. The apartment further benefits from generous staff accommodation at the rear, and a large, functional kitchen. Subject to the usual consents, the flat could be comprehensively re-modeled and refurbished to create what would arguably be one of the finest residences in central London, with more than 2,000 square feet of reception space facing the square. The building enjoys 24 hour uniformed porterage and two passenger lifts. The residents have also collectively acquired the freehold of the building with the apartment consequently benefiting from a 999 lease and a share in the freehold.47 Grosvenor Square is situated in the heart of Mayfair and moments away from London's Hyde Park. The property is surrounded by the best of London's shops and restaurants with Mount Street and Oxford Street close by. It also has superb access to Bond Street and Green Park tube stations.",Knight Frank - Mayfair,120a Mount Street Mayfair W1K 3NN,020 8022 7334
13739427,https://www.onthemarket.com/details/13739427,"£21,950,000","5,123 sq ft / 476 sq m","Phillimore Gardens, London, W8","1. Tenure: Freehold, 2. 5 bedrooms, 3. 3 reception rooms, 4. 4 bathrooms, 5. Semi Detached","This classic Phillimore Estate house has been beautifully restored and was the winner of London's Best Single Residence at the UK Property Awards in 2018. A rare combination of traditional architectural integrity and contemporary styling, the house has been superbly crafted and designed by a world-class design and construction team. Located on one of central London's most coveted super-prime residential addresses, 28 Phillimore Gardens is a very rare commodity.Extending to approximately 5,123 sq ft /476 sq m of internal area, the accommodation in the house has unusually good lateral space and has the unusual benefit of having planning permission already granted and protected to significantly extend the house underground by an additional 3,305 sq ft / 307 sq m, creating a total potential internal area of 8,428 sq ft / 783 sq m.The gracious, wide entrance hall features a bespoke, stone-clad cantilever staircase creating an impressive sense of arrival to the formal reception rooms on the raised ground floor. Lift access and a guest WC cloakroom can also be found on this level.Of particular note is the formal drawing room which spans the entire rear of the house, with three elegant sash windows providing a wonderful aspect over gardens on the Phillimore Estate.A fantastic informal sitting room and dining room adjoins the kitchen and has an electrically operated large glass sliding doors on to the garden which create unusually practical, light filled family space.A bespoke, exceptionally designed contemporary Boffi kitchen is well-served by Gaggenau appliances and supported by a fully equipped chef kitchen including a walk-in fridge and industrial grade cooking equipment and extraction unit.The Phillimore Estate is located to the north of Kensington High Street between two of London's most beautiful parks: Holland Park and Kensington Palace Gardens/Hyde Park. Phillimore Gardens is generally considered to be one of the most prestigious positions on the estate. Access to the world famous shops and restaurants in and around Knightsbridge, South Kensington, Mayfair and Notting Hill is very easy, as is access out to the M4 for Heathrow Airport. The house is also close to some of central London's finest schools.Many of London's finest cultural institutions; museums, galleries and the iconic Royal Albert Hall (left) are within easy reach. Kensington Palace and Kensington Palace Gardens are also close by. The Phillimore Estate is perfectly located close to Holland Park (above) and the charming boutiques of Notting Hill Gate.",Knight Frank - Kensington,54 Kensington Church Street Kensington W8 4DB,020 8022 7047
15772027,https://www.onthemarket.com/details/15772027,"£21,950,000","5,098 sq ft / 474 sq m","Phillimore Gardens, London W8",,"This exceptional semi-detached home has recently been renovated to the highest standard and boasts a host of enviable features including off street parking, a security coded a wine cellar and a feature staircase. The property was the winner of London’s Best Single Residence at the UK Property Awards in 2018 and unfolds over five floors.

 

A grand reception room with high ceilings and large windows is located on the raised ground floor and has wonderful views of the quiet and leafy Gardens.  The spacious reception room opens onto an exquisite dining room, perfect for those who love to entertain. The bespoke Boffi kitchen, which comes fully fitted with Gaggenau appliances There is also an additional prep kitchen which includes a walk-in fridge and industrial grade cooking equipment, There is also located on the lower ground floor , a wine cellar, and a further reception room, which opens onto the garden, located on this floor. The private space has been thoughtfully designed with beautiful trees planted surrounding the courtyard.

 

There are two bedrooms, both of which have dressing rooms, and share use of a family bathroom on the first floor. On the second floor there are three more bedrooms, all of which are ensuite and have plenty of built in storage. On the third floor there is a laundry room and more storage space. There is lift access connecting the home. Additionally, the property comes with planning permission to significantly extend the house underground by adding an additional 3,305 square feet.

 

The Phillimore Estate is located to the north of Kensington High Street between two of London’s most beautiful parks: Holland Park and Kensington Palace Gardens/Hyde Park. Phillimore Gardens is generally considered to be one of the most prestigious positions on the estate.",United Kingdom Sotheby's International Realty - Mayfair,"48 Conduit Street Mayfair, London W1S 2YR",020 8022 3916
15359099,https://www.onthemarket.com/details/15359099,"£24,000,000",,"Park Place Villas, Little Venice, London, W2","1. Tenure: Freehold, 2. Entrance Vestibule, 3. Reception Hall, 4. Formal Drawing Room, 5. Dining Room, 6. Kitchen/Breakfast Room, 7. Conservatory/Garden Room, 8. Study Area, 9. Family Room/Den, 10. Guest Cloakroom, 11. Principal Bedroom with En Suite Bathroom and adjoining Dressing Room/Study with En Suite Shower Room","A supremely elegant early Victorian Italianiate style Grade II Listed villa (759.74/8,178 sq ft) situated in the heart of Little Venice. The stuccoed exterior boasts splendid Roman arches, portals and balustrades, with a tall tower offset to the left of the façade.1 Park Place Villas was originally built in 1840 by Matthew Wyatt under the auspices of legendary architect John Nash’s master plan for the Regent’s Canal which created Little Venice, a picturesque neighbourhood of magnificent Regent’s Park style villas bordering the canal.This magnificent residence, formerly the home of Royal mistress Lillie Langtry where she entertained Bertie, the Prince of Wales (later King Edward VII), and more recently the home of Irish-American dancer Michael Flatley is offered for sale for the first time in 20 years and represents a rare opportunity to purchase arguably one of the finest homes in central London.The house is offered for sale in excellent condition throughout and has been designed in a restrained yet expansive Classical style and boasts magnificent formal entertaining rooms, an indulgent principal bedroom suite overlooking The Regent’s Canal and a lower ground floor indoor swimming pool complex inspired both by classical Rome and the idyllic English country house.This imposing villa is situated on a large 0.255 acre corner plot set back from the road and is approached through twin gates, with a pedestrian entrance between them. The property directly overlooks The Regent’s Canal and features a secluded wraparound garden, a large carriage drive and additional secure off-street parking together with an integral double garage.Amenities:Matured wraparound walled garden with two separate areas one incorporating Lillie Langtry’s famous love-seat and a rear Terrace with steps leading to principal lawned gardenCarriage DriveSecure Off-Street Parking for multiple vehicles approached from Maida AvenueDouble Width Integral GarageSwimming Pool Complex with adjoining Gymnasium, Sauna, Shower Room and WC3 TerracesBalconyWine CellarUtility/VaultPlant Room",Aston Chase - London,"67-71 Park Road Regent's Park, London NW1 6XU",020 8022 6939
15761739,https://www.onthemarket.com/details/15761739,"£22,000,000","7,244 sq ft / 673 sq m","Kensington, London W14",,"This exceptional mansion unfolds over four floors and boasts multiple living areas, an extended landscaped garden and secure off-street parking for five cars. The beautiful double fronted facade features stone steps leading to the entrance and an expertly manicured front garden.

 

Throughout the finest materials have been used from the rich wooden floors to the marble fireplaces and bathrooms. Large windows and high ceilings add to the sense of space and light and traditional period details such as the innate ceiling cornicing remain.

 

The ground floor features a magnificent double reception room that leads onto a sunroom which has views of the impressive garden. Also located on this floor is the kitchen, dining room, family room, guest w.c and self-contained staff flat which has its own balcony. There is also a balcony which overlooks the West-facing garden from which a grand set of stairs descends on to the large back lawn which has been thoughtfully designed to maximise space and ensure privacy. Outside there is a patio, perfect for alfresco dining as well as a verdant lawn. 

 

An additional double reception room is located on the lower ground floor as is the sauna, gym, another guest w.c, a utility room and two ensuite bedrooms.

 

Upstairs there are six bedrooms, four of which have ensuite bathrooms, a family bathroom and a dressing room, which unfold over the first and second floors.

 

Residents can relax and have peace of mind thanks to the fact Holland Villas Road has a private 24hr security service. The home is within easy reach of all Holland Park & Kensington High Street restaurants, and shops while remaining quietly situated on this sought after address.",United Kingdom Sotheby's International Realty - Mayfair,"48 Conduit Street Mayfair, London W1S 2YR",020 8022 3916
13890834,https://www.onthemarket.com/details/13890834,"£15,950,000","7,482 sq ft / 695 sq m","Cranley Gardens, London, SW7","1. Tenure: Freehold, 2. Elegant reception rooms with high ceilings, 3. Lift, 4. Swimming pool with spa facilities, 5. 4 terraces, 6. 2 balconies, 7. Patio","This stunning house benefits from elegant reception rooms on the ground and first floors with high ceilings and period features. Originally designed by Charles Freake, this prestigious street forms part of the South Kensington conservation area and is named after the eldest son of the Earl of Onslow, the Viscount Cranley.The accommodation comprises a hall with beautiful staircase, reception room, dining room, study, elegant first floor drawing room with balcony and views over gardens to the front, kitchen/breakfast room, family room, principal bedroom with two dressing rooms and ensuite bathroom, four further en-suite bedrooms, gym/bedroom six with ensuite shower, three guest cloakrooms, swimming pool with spa facilities, lift access from basement level through to the second floor, four terraces, two balconies, and a patio.",Beauchamp Estates - Mayfair,24 Curzon Street Mayfair W1J 7TF,020 8022 7335
15747426,https://www.onthemarket.com/details/15747426,"£30,000,000","11,803 sq ft / 1,097 sq m","Campden Hill Place, London, W11","1. Tenure: Freehold, 2. 8 bedrooms, 3. 7 reception rooms, 4. 8 bathrooms, 5. Detached, 6. Garden, 7. Parking, 8. Single Garage, 9. Private Parking","This magnificent double-fronted detached family house has 7 principal bedrooms and is approached by a porticoed front door which opens to an impressive entrance hall with stone flooring and staircase. Extending to over 11,800 sqft, the house is well presented throughout and has some exceptional features. Of particular note is the double height pool, spa and media room area which is spectacular. There is also a huge kitchen/breakfast/sitting room at the rear of the ground floor which opens in to the garden at the rear. There are 6 different living areas and staff facilities are also exemplary and include a separate 1 bedroom flat and commercial kitchen with direct access to the formal dining room. The house has an off street parking space at the front of the building as well as a rear garage going in to Campden Hill Gardens accessed via the kitchen which has a stacker for 2 cars. There is also a passenger lift to all floors.Campden Hill Place is a gated and private enclave that is accessed from Holland Park Avenue. It is within easy walking distance of the various shops, restaurants and underground stations both of Notting Hill Gate and Holland Park.",Knight Frank - Kensington,54 Kensington Church Street Kensington W8 4DB,020 8022 7047
15743896,https://www.onthemarket.com/details/15743896,"£30,000,000","10,914 sq ft / 1,014 sq m","Campden Hill Place, London, W11","1. Tenure: Freehold, 2. Private, gated road, 3. Contemporary living space, 4. Well configured staff accommodation, 5. Parking, 6. Lift, 7. Air conditioning, 8. EPC Rating = C","An outstanding, detached house situated in a very discreet, private gated road between Holland Park and Notting Hill Gate.
DescriptionAn outstanding, detached house situated in a very discreet, private gated road between Holland Park and Notting Hill Gate. After undergoing a major reconstruction and development which was completed in 2018-2019, number 3 Campden Hill Place offers nearly 12,000 sq ft / 1,115 sq m of accommodation over five floors.The double-fronted villa is approached by a porticoed front door which opens to an impressive entrance hall with stone flooring and staircase to the upper floors. The drawing room and dining room to the front of the house are accessed off the main entrance hall which also leads in to the large open-plan kitchen and family room. This features a glazed extension which includes bi-folding doors which open directly on to the garden. There is also access to the integral garage, accessed from Campden Hill Gardens, from this family room.Of particular note is the configuration of the staff areas which have been designed to service the family accommodation very efficiently. The chef kitchen on the ground floor serves both the kitchen and dining room, but also has access to the front entrance outside for deliveries and links to the laundry room and staff studio apartment on the lower floors without the need to pass through the main house. On the first floor, the principle bedroom suite has two bathrooms and two dressing rooms along with three en-suite secondary bedrooms.The second (top) floor has three further bedrooms and three bathrooms with an informal reception / play room.The double-height ceiling in the swimming pool is spectacular and has adjoining steam, sauna, and treatment rooms along with further media and sitting rooms. The house further benefits from a passenger lift and air-conditioning throughout.  Although there is no legal right to park, there is an understanding on the street that the occupiers of number 3 and their occasional guests can park their cars immediately outside number 3. The house has also configured one designated  off-street parking to the front of the property and has a double car-stacker within an integral garage which is accessed from Campden Hill Gardens.LocationCampden Hill Place is a private cul-de-sac, behind gates, situated off the south side of Holland Park Avenue. This exclusive private road comprises just 4 detached houses.An entrance to Holland Park is within 1/3rd of a mile walking distance and it is equidistant between the amenities of both Holland Park Avenue and Notting Hill Gate.Square Footage: 11,803 sq ft",Savills - Kensington,145 Kensington Church Street Kensington W8 7LP,020 8022 7347
15741948,https://www.onthemarket.com/details/15741948,"£19,950,000","9,676 sq ft / 899 sq m","The Bishops Avenue, London, N2",1. Tenure: Leasehold (987 years remaining),"The apartment features expansive wraparound terraces that offer stunning views of the playing fields, Kenwood Park, and beyond. A private lift provides access to a lower-level private dining room, study, and a versatile bar/cinema/games room. Residents can enjoy the utmost discretion and security, thanks to an exceptionally rare six-car private garage. Additional amenities include 24/7 security, concierge services, and maid service.The property is set within extensive landscaped grounds that include a pavilion/BBQ area, and it is complete with an indoor 25m pool, spa, cinema, and comprehensive leisure and entertainment facilities available to all residents. The residential amenities span approximately 15,000 square feet. This apartment has been meticulously finished to an exceptional standard by SHH architects and interior designers, with private lift access to all areas.LocationThe Bishops Avenue in Hampstead is not only one of the most sought-after addresses in prime London, but it is also globally renowned for its magnificent mansions and grand estates. The avenue is named after Bishop Ingram Winnington—the Bishop of London Park, which historically occupied this area. Buxmead is just moments from Kenwood House, The Heath, and nestled between the charming villages of Hampstead and Highgate, both of which offer a wide array of exclusive shops, boutiques, coffee houses, restaurants, bars, art galleries, and more. The area is also well-known for its high concentration of London’s top-performing schools, with the prestigious Highgate School, founded in the 15th century, nearby.Kenwood House and its surrounding Heath offer breathtaking views of London, along with proximity to several golf courses and other open spaces. London’s West End, the City, Knightsbridge, and other key areas in Central London are easily accessible. The M1 motorway, A1, and North Circular (A406) are also within reach. East Finchley and Golders Green underground stations (Northern Line) are close by, and for travel further afield, Heathrow, Luton, and London City airports are easily accessible, along with RAF Northolt, Biggin Hill, and Farnborough.Additional InfoAn award-winning collection of three penthouses, six duplexes, and eleven lateral apartments is set on a 2.5-acre site with private landscaped gardens. Residents can discover effortless living with the Buxmead concierge service and enjoy outstanding facilities, including an indoor 25m pool, spa, cinema, and more. All of this is just a short stroll from the cafés, shops, and green spaces of London’s Hampstead and Highgate.At Buxmead, the team takes care of day-to-day living, allowing residents to enjoy an effortless lifestyle. Housekeeping is handled for them, and deliveries are managed. Whenever residents are away from home, they can rest assured that their apartments are being looked after—kept secure and prepared for their return. The staff takes care of all essential tasks, such as changing light bulbs and cleaning windows, while also maintaining and servicing the building. If something feels like a chore, the team is there to handle it.The Club Facilities are available for residents to enjoy. They can swim in the Olympic sprint-length indoor pool, work out in the Technogym, or relax in the spa, cinema, and Residents’ Lounge. The business center is available for work and meetings. Residents can use the facilities spontaneously or reserve an area through the Concierge. When hosting an event, a team can be arranged to help manage it.Entertaining is an effortless experience at Buxmead. Residents can book the Private Dining Room and enjoy fine dining with up to eighteen guests. For larger events, the Concierge can assist in organizing catering or entertainment for gatherings of up to a hundred guests. The Residents’ Lounge is also available during the day for relaxation; residents can help themselves to a coffee or request their favorite drink.The Business Centre offers an impressive setting for important clients. Private offices and lounges are available for use, and the Boardroom can be reserved for larger meetings. It is fully equipped with video-conferencing facilities, and secretarial services are available on request. Residents also benefit from a dedicated leased line providing super-fast WIFI, making it possible to download a DVD in seconds.Residents can enjoy their favorite films with up to eighteen friends in the cinema or challenge each other in the Games Room, which features PlayStation, table football, table tennis, and pool. The area has its own bar, and residents can play their own playlists through the speakers. For live music, a piano is also available. These amenities can be booked through the Concierge or accessed at leisure.The Olympic sprint-length pool and individual changing rooms can be booked for private swims or social gatherings with friends. Residents can relax in the Jacuzzi or head to the sauna, hammam, or steam room. A dedicated massage room with a professional table is available for massages, and the professional salon offers hairdressing and manicure services in a private setting.The gym overlooks the swimming pool and provides state-of-the-art Technogym equipment that integrates seamlessly with tablets and mobile phones. Residents can do weight training, improve their cardio, or try Pilates. The concierge can also assist in booking personal trainers, masseurs, or nutritionists from local experts at All About You.",DDRE.global - London,4 Devonshire Street London W1W 5DT,020 3641 4209
14352826,https://www.onthemarket.com/details/14352826,"£19,950,000","6,260 sq ft / 582 sq m","Wadham Gardens, London, NW3","1. Tenure: Freehold, 2. Large garden, 3. Communal gardens, 4. Spacious family home, 5. Parking","Situated on one of the finest roads in Primrose Hill, this imposing, double-fronted, detached house has recently been refurbished to the highest specifications, offering contemporary, bright, open spaces ideal for entertaining and stylish family living.",Beauchamp Estates - St. Johns Wood,80 St John's Wood High Street London NW8 7SH,020 8022 6407
14352732,https://www.onthemarket.com/details/14352732,"£19,950,000","5,790 sq ft / 538 sq m","Wadham Gardens, St John's Wood, London, NW3","1. Tenure: Freehold, 2. Lateral low built detached house on the East side of St John's Wood, 3. Period features throughout with grand volumes, 4. Gated off street parking and garage, 5. Access to private communal gardens, 6. Freehold, 7. EPC Rating = D","A substantial lateral low-built detached residence (581 sq m/ 6,261 sq ft), set behind electric gates with off-street parking and a garage
DescriptionThe house is arranged over three floors only and provides excellent well-planned family accommodation with generous entertaining space on the ground floor connecting to an artist studio. Further benefits include a rear garden with patio areaand access to private communal gardens.LocationWith its mature trees and hedges, Wadham Gardens is a quiet leafy road approximately 0.4 miles from the green open spaces of Primrose Hill. Furthermore the property is ideally located within close proximity to Swiss Cottage Underground (approximately 0.4 miles) and St John’s Wood Underground Station (approximately 0.7 miles), providing connections on the Jubilee Line. Wadham Gardens is close to some of the most renowned schools in North West London, and the world class shops, boutiques and restaurants and cafés of St John’s Wood (approximately 0.7 miles) and Primrose Hill (approximately 0.5 miles).Square Footage: 6,261 sq ft",Savills - St John's Wood & Regent's Park,15 St John's Wood High Street St John's Wood NW8 7NG,020 8022 7387
14046104,https://www.onthemarket.com/details/14046104,"£19,950,000",,"The Bishops Avenue, Hampstead, London, N2","1. Tenure: Share of freehold (987 years remaining), 2. Penthouse apartment within this development set on a 2.5 acres with private landscape gardens., 3. Views over playing fields, Kenwood park and beyond., 4. 24/7 security, concierge and maid service., 5. Entertainment area with bar/cinema/games room etc., 6. 6 space private garage, 7. Full leisure facilities accessible to all residents., 8. EPC Rating = D","A spectacular penthouse apartment within the Buxmead development set on a 2.5 acre estate with private landscape gardens.
DescriptionThe apartment offers wrap around terraces with beautiful views over the playing fields, Kenwood park and beyond. A private lift connects to a lower level private dining room, study, bar/cinema/games room with an extremely rare 6 space private garage offering residents complete discretion and the ultimate security. Further benefits include 24/7 security, concierge and maid service.The property is set in extensive landscaped grounds with a pavilion / BBQ area and it is complete with an indoor 25m pool, spa, cinema and full leisure and entertainment facilities accessible to all residents. The residential amenities consume approximately 15,000 sq feet. This apartment has been fully-finished to a very high standard by SHH architects and interior designers and has private lift access to all areas.LocationThe Bishops Avenue in Hampstead is not simply one of the most desirable addresses in prime London, it is also celebrated throughout the world for its magnificent mansions and grand houses. The Bishops Avenue is named after the Bishop Ingram Winnington – The Bishop of London Park, which historically occupied this area. Buxmead is situated moments from Kenwood House, The Heath, and in between equally delightful Hampstead and Highgate villages, both of which offer a wide range of exclusive shops selling artisan goods, boutiques, coffee shops, restaurants, bars, art galleries and more. This local area is also renowned for having a high concentration of London’s top-performing schools with prestigious Highgate School founded in the 15th century within close proximity.Kenwood House, and the part of the Heath which it occupies, offers fantastic views of London, whilst also being close to several golf courses and other open spaces. London’s West End, the City, Knightsbridge and other key areas in Central London are within easy reach. Access to the M1 motorway the A1 and the North Circular (A406). East Finchley and Golders Green underground stations (Northern Line) are close by, and for travel further afield, Heathrow, Luton and London City airports are easily accessible, as well as RAF Northolt, Biggin Hill and Farnborough.Square Footage: 9,677 sq ft

 
Additional InfoAn award-winning collection of three penthouses, six duplexes and eleven lateral apartments set in a 2.5 acre site with private landscaped gardens. Discover effortless living with the Buxmead concierge service and enjoy outstanding facilities including an indoor 25m pool, spa, cinema and more. All just a short stroll from the cafés, shops and green spaces of London’s Hampstead and Highgate.At Buxmead, we take care of day-to-day living so you can enjoy an effortless lifestyle. We’ll do your housekeeping for you and take care of deliveries. Whenever you’re away from home, know we’re looking after your apartment - keeping it secure and preparing your home for when you return. We take care of all the essential things, like changing the light bulbs and cleaning your windows. And we keep an eye on how everything’s running at Buxmead - maintaining and servicing the building. If something feels like a chore, let us do it for you.  The Club Facilities are all yours to enjoy. Swim in the Olympic sprint length indoor pool. Work out in the Technogym. Relax in the spa, cinema, and Residents’ Lounge. Work and host meetings in the business centre. Use the facilities on impulse or to have an area of Buxmead to yourself, make a booking with the Concierge. When you want to host an event, we’ll put a team together to help you manage it.  Entertaining is an effortless experience. Book the Private Dining Room and enjoy fine food with up to eighteen guests. You could even host a special event for a hundred - the Concierge can help to organise catering or entertainment. Even in the daytime, the Residents’ Lounge is available to unwind in. Help yourself to a coffee or ask us to serve your favourite tipple.  Impress your most important clients in the Business Centre; the private offices and lounge are available for you to use. For a larger meeting, reserve the Boardroom - it’s fully-equipped with video-conferencing facilities and secretarial services can be provided on request. Buxmead residents will benefit from a dedicated leased line providing super-fast WIFI - it’s possible to download a DVD in seconds.  Sit back with your favourite film and up to eighteen friends in the cinema. Or challenge someone in the Games Room - there’s PlayStation, table-football, table-tennis and pool. The area is serviced by its own bar and you can play your own playlist through the speakers - if you prefer live music, there’s a piano available. Book via the Concierge or head down at your leisure.  The Olympic sprint-length pool and individual changing rooms can be booked for a private swim or even a sociable splash with friends. Relax in the Jacuzzi or head to the sauna, hammam or steam room instead. Have a massage in the dedicated massage room with professional table or head to the professional salon for hair dressing and manicure - the treatment rooms are available for you to pamper in privacy.  Overlook the swimming pool while you do weights, improve your cardio or try Pilates in the gym. At Buxmead, you have access to state-of-the-art Technogym equipment that links seamlessly with your tablet and mobile phone. Speak to your concierge about booking a personal trainer, masseur or nutritionist from local experts All About You.",Savills - St John's Wood & Regent's Park,15 St John's Wood High Street St John's Wood NW8 7NG,020 8022 7387
15736063,https://www.onthemarket.com/details/15736063,"£16,000,000","4,843 sq ft / 450 sq m","Eaton Place, London, SW1X"",""agent"":{""branch_id"":22373,""name"":""Savills - Sloane Street"",""contact-url"":""/agents/contact/13293755/?form-name=details-contact"",""appraisal-url"":""/agents/contact/13293755/?appraisal=true&form-name=details-appraisal"",""display-logo"":{""url"":""https://media.onthemarket.com/agents/companies/4/161109164034707/logo-100x65.png"",""height"":65,""width"":65,""resized?"":true},""logo"":{""geometries"":{""300x200"":{""w"":200,""bound-y"":200,""h"":200,""url"":""agents/companies/4/161109164034707/logo-300x200.png"",""bound-x"":300},""190x100"":{""w"":100,""bound-y"":100,""h"":100,""url"":""agents/companies/4/161109164034707/logo-190x100.png"",""bound-x"":190},""100x65"":{""w"":65,""bound-y"":65,""h"":65,""url"":""agents/companies/4/161109164034707/logo-100x65.png"",""bound-x"":100},""290x55"":{""w"":55,""bound-y"":55,""h"":55,""url"":""agents/companies/4/161109164034707/logo-290x55.png"",""bound-x"":290}}},""logo-path"":""/agents/companies/4/161109164034707/logo-original.png""},""property-title"":""4 bedroom end of terrace house for sale"",""price-coming-soon?"":false,""bedrooms"":4,""id"":""13293755"",""spotlight?"":false,""bathrooms"":0,""property-link"":""/details/13293755/"",""recently-added?"":false,""exclusive?"":false,""cover-image"":{""default"":""https://media.onthemarket.com/properties/13293755/1447507079/image-0-480x320.jpg"",""portrait?"":false,""webp"":""https://media.onthemarket.com/properties/13293755/1447507079/image-0-480x320.webp""},""price"":""£17,500,000""}],""display_address"":""Eaton Mews South, London, SW1W","1. Tenure: Freehold, 2. Newly constructed within the last decade, 3. Double width mews house, 4. 4 reception rooms, 5. 3 4 bedroom suites, 6. Landscaped roof garden, 7. Lift, 8. EPC Rating = C","This exceptional 3-4 bedroom double width mews house was reconstructed in its entirety approx 10 years ago and offers superb lateral living on four floors, all of which are served by a lift.
DescriptionThe house has a very good balance of living and bedroom accommodation with all rooms being of a good size and benefitting from an abundance of natural light. In addition, the house has an impressive double height entrance hall, a good size garage, a lovely landscaped roof garden, a study and a well-appointed cinema/media room.Furthermore, the house benefits from air cooling and home automation throughout.LocationSituated in highly desirable Belgravia, Eaton Mews South is a sought-after address, located approximately 0.2 miles away from the charming shops, restaurants, and cafes of Elizabeth Street and approximately 0.4 miles from Victoria Station, offering access to underground and Overground rail services on the Circle, District, and Victoria Lines.Square Footage: 4,724 sq ft",Savills - Sloane Street,"139 Sloane Street, Sloane Square Knightsbridge SW1X 9AY",020 8022 6951
11847676,https://www.onthemarket.com/details/11847676,"£15,500,000","9,439 sq ft / 877 sq m","Winnington Road, Hampstead, London, N2","1. Tenure: Freehold, 2. New build mansion 10,500 sq ft, 3. 5 reception rooms, 4. 8 bedroom suites, 5. Leisure complex, 6. Cinema/media room, 7. Garden, 8. Double garage, 9. Driveway, 10. EPC rating=C, 11. EPC Rating = C","A new mansion of approximately 10,000 sq ft (929 sq m) designed and finished to an exemplary standard incorporating every conceivable facility and luxury.
DescriptionA newly built mansion of approximately 10,833 sq ft (1,006.4 sq m) designed and finished to an exemplary standard incorporating every conceivable facility and luxury.An impressive newly built mansion of approximately 10,000 sq ft (929 sq m) situated in the heart of one of the area's most sought after locations.  Set behind a sweeping carriage driveway, this beautiful home incorporates some of the finest bespoke fittings, together with state of the art technology, including air conditioning and under floor heating. The property also incorporates an incredible leisure complex including a large swimming pool, a gymnasium and a steam room.  Other facilities include a fully equipped cinema/media room, a full air conditioning system together with under floor heating throughout.Drawing room, family room, dining room, study/home office, Schiffini kitchen with Gaggenau Appliances, elegant triple height entrance hall, master bedroom suite with his and hers dressing rooms, 6 further bedroom suites, staff accommodation/bedroom 8 with en suite shower room, leisure complex which includes a steam room, gymnasium, reception hall and a swimming pool, fully equipped cinema and media room, service/staff kitchen, utility room, double garage, off-street parking, landscaped front and rear gardens with a full irrigation system.LocationWinnington Road is highly desirable and is parallel to The Bishop's Avenue. Hampstead Golf course backs onto Winnington Road and Highgate Golf course is just over one mile away. Hampstead Heath and Kenwood can be found off Hampstead Lane close to it's junction with Winnington Road. Baker Street and London's West End is approximately 4 miles distant.Square Footage: 10,086 sq ft

 
Additional InfoCouncil Tax Band: H",Savills - Hampstead,7 Perrin's Court Hampstead NW3 1QS,020 8022 7310
